tag,patterns,responses,patterns_str,responses_str,patterns_tokens,responses_tokens,patterns_len,responses_len,Sentiment,Sentiment_Score,Sentiment_Label
fact-15,what treatment options are available?,"just as there are different types of medications for physical illness, different treatment options are available for individuals with mental illness. treatment works differently for different people. it is important to find what works best for you or your child.",What treatment options are available?,"Just as there are different types of medications for physical illness, different treatment options are available for individuals with mental illness. Treatment works differently for different people. It is important to find what works best for you or your child.","['what', 'treatment', 'options', 'are', 'available']","['just', 'as', 'there', 'are', 'different', 'types', 'of', 'medications', 'for', 'physical', 'illness', 'different', 'treatment', 'options', 'are', 'available', 'for', 'individuals', 'with', 'mental', 'illness', 'treatment', 'works', 'differently', 'for', 'different', 'people', 'it', 'is', 'important', 'to', 'find', 'what', 'works', 'best', 'for', 'you', 'or', 'your', 'child']",5,40,0.1531,0.1531,positive
casual,ok,tell me more,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['ok'],"['tell', 'me', 'more']",1,3,0.0,0.0,neutral
casual,yes,come come elucidate your thoughts,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['yes'],"['come', 'come', 'elucidate', 'your', 'thoughts']",1,5,0.0,0.0,neutral
done,nothing else,okay we're done. have a great day,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then,"['nothing', 'else']","['okay', 'were', 'done', 'have', 'a', 'great', 'day']",2,7,0.7184,0.7184,positive
sleep,i can't sleep.,what do you think is the reason behind this?,I have insominia I am suffering from insomnia I can't sleep. I haven't slept for the last days. I can't seem to go to sleep. I haven't had proper sleep for the past few days.,What do you think is the reason behind this? That seem awful. What do you think is behind this?,"['i', 'cant', 'sleep']","['what', 'do', 'you', 'think', 'is', 'the', 'reason', 'behind', 'this']",3,9,0.0,0.0,neutral
fact-5,how do i know if i have depression?,"for a diagnosis of depression, a person needs to have experienced low mood or loss of interest or pleasure in life for at least 2 weeks. also, they will have experienced the following symptoms: feelings of sadness, hopelessness, or irritability nearly every day.",How do i know if i have Depression? Am i depressed? Am i suffering from depression? Am i mentally ill?,"For a diagnosis of depression, a person needs to have experienced low mood or loss of interest or pleasure in life for at least 2 weeks. Also, they will have experienced the following symptoms: feelings of sadness, hopelessness, or irritability nearly every day.","['how', 'do', 'i', 'know', 'if', 'i', 'have', 'depression']","['for', 'a', 'diagnosis', 'of', 'depression', 'a', 'person', 'needs', 'to', 'have', 'experienced', 'low', 'mood', 'or', 'loss', 'of', 'interest', 'or', 'pleasure', 'in', 'life', 'for', 'at', 'least', 'weeks', 'also', 'they', 'will', 'have', 'experienced', 'the', 'following', 'symptoms', 'feelings', 'of', 'sadness', 'hopelessness', 'or', 'irritability', 'nearly', 'every', 'day']",8,42,-0.8689,-0.8689,negative
happy,i feel happy.,that's geat to hear. i'm glad you're feeling this way.,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,"['i', 'feel', 'happy']","['thats', 'geat', 'to', 'hear', 'im', 'glad', 'youre', 'feeling', 'this', 'way']",3,10,0.5423,0.5423,positive
death,my friend passed away,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk.","['my', 'friend', 'passed', 'away']","['i', 'am', 'really', 'sorry', 'to', 'hear', 'that', 'i', 'am', 'here', 'to', 'help', 'you', 'with', 'grief', 'anxiety', 'and', 'anything', 'else', 'you', 'may', 'feel', 'at', 'this', 'time']",4,25,-0.4201,-0.4201,negative
worthless,no one likes me.,let's discuss further why you're feeling this way.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,"['no', 'one', 'likes', 'me']","['lets', 'discuss', 'further', 'why', 'youre', 'feeling', 'this', 'way']",4,8,0.128,0.128,positive
worthless,i can't do anything.,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,"['i', 'cant', 'do', 'anything']","['its', 'only', 'natural', 'to', 'feel', 'this', 'way', 'tell', 'me', 'more', 'what', 'else', 'is', 'on', 'your', 'mind']",4,16,0.3612,0.3612,positive
goodbye,bye,bye! come back again.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,['bye'],"['bye', 'come', 'back', 'again']",1,4,0.0,0.0,neutral
stressed,i am so burned out,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'am', 'so', 'burned', 'out']","['what', 'do', 'you', 'think', 'is', 'causing', 'this']",5,7,0.0,0.0,neutral
sad,i am feeling lonely,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'am', 'feeling', 'lonely']","['how', 'long', 'have', 'you', 'been', 'feeling', 'this', 'way']",4,8,0.128,0.128,positive
fact-29,how do i know if i'm unwell?,"if your beliefs , thoughts , feelings or behaviours have a significant impact on your ability to function in what might be considered a normal or ordinary way, it would be important to seek help.",How do I know if I'm unwell?,"If your beliefs , thoughts , feelings or behaviours have a significant impact on your ability to function in what might be considered a normal or ordinary way, it would be important to seek help.","['how', 'do', 'i', 'know', 'if', 'im', 'unwell']","['if', 'your', 'beliefs', 'thoughts', 'feelings', 'or', 'behaviours', 'have', 'a', 'significant', 'impact', 'on', 'your', 'ability', 'to', 'function', 'in', 'what', 'might', 'be', 'considered', 'a', 'normal', 'or', 'ordinary', 'way', 'it', 'would', 'be', 'important', 'to', 'seek', 'help']",7,33,0.765,0.765,positive
understand,you don't understand me.,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me,"['you', 'dont', 'understand', 'me']","['im', 'sorry', 'to', 'hear', 'that', 'im', 'doing', 'my', 'best', 'to', 'help']",4,11,0.765,0.765,positive
understand,you can't help me,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me,"['you', 'cant', 'help', 'me']","['im', 'sorry', 'to', 'hear', 'that', 'im', 'doing', 'my', 'best', 'to', 'help']",4,11,0.765,0.765,positive
creation,how were you made?,the real question is: who created you?,Who created you? How were you made? How were you created?,I was created by >. I was trained on a text dataset using Deep Learning & Natural Language Processing techniques The real question is: Who created you?,"['how', 'were', 'you', 'made']","['the', 'real', 'question', 'is', 'who', 'created', 'you']",4,7,0.25,0.25,positive
user-agree,yeah you're right. i deserve a break.,"next, i would suggest you to practice meditation. meditation can produce a deep state of relaxation and a tranquil mind.",yeah you're right. i deserve a break. Yeah you're absolutely right about that,"Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind.","['yeah', 'youre', 'right', 'i', 'deserve', 'a', 'break']","['next', 'i', 'would', 'suggest', 'you', 'to', 'practice', 'meditation', 'meditation', 'can', 'produce', 'a', 'deep', 'state', 'of', 'relaxation', 'and', 'a', 'tranquil', 'mind']",7,20,0.5574,0.5574,positive
fact-5,am i depressed?,"for a diagnosis of depression, a person needs to have experienced low mood or loss of interest or pleasure in life for at least 2 weeks. also, they will have experienced the following symptoms: feelings of sadness, hopelessness, or irritability nearly every day.",How do i know if i have Depression? Am i depressed? Am i suffering from depression? Am i mentally ill?,"For a diagnosis of depression, a person needs to have experienced low mood or loss of interest or pleasure in life for at least 2 weeks. Also, they will have experienced the following symptoms: feelings of sadness, hopelessness, or irritability nearly every day.","['am', 'i', 'depressed']","['for', 'a', 'diagnosis', 'of', 'depression', 'a', 'person', 'needs', 'to', 'have', 'experienced', 'low', 'mood', 'or', 'loss', 'of', 'interest', 'or', 'pleasure', 'in', 'life', 'for', 'at', 'least', 'weeks', 'also', 'they', 'will', 'have', 'experienced', 'the', 'following', 'symptoms', 'feelings', 'of', 'sadness', 'hopelessness', 'or', 'irritability', 'nearly', 'every', 'day']",3,42,-0.8689,-0.8689,negative
